Year,State,O3 Mean,O3 1st Max Value,O3 1st Max Hour,O3 AQI,CO Mean,CO 1st Max Value,CO 1st Max Hour,CO AQI,SO2 Mean,SO2 1st Max Value,SO2 1st Max Hour,SO2 AQI,NO2 Mean,NO2 1st Max Value,NO2 1st Max Hour,NO2 AQI
2003,New Jersey,0.010235964,0.014829545,5.170454545,15.63295455,0.288984256,0.373295455,3.623863636,4.259090909,2.986522258,7.607954545,4.103409091,10.7,10.52794423,17.32272727,5.3375,16.39090909
2003,New York,0.025046273,0.0359125,12.87727273,37.02386364,0.59896075,0.839318182,9.581818182,9.521590909,8.400268505,17.57840909,11.94545455,24.89772727,25.77455915,42.54772727,14.47613636,40.24772727
2003,North Carolina,0.017151818,0.025435227,5.238636364,29.03977273,0.244023543,0.322272727,3.398863636,3.747727273,1.456953743,6.207954545,4.746590909,8.696590909,5.991217207,13.15,6.698863636,12.41022727
2003,Oklahoma,0.018199338,0.023576136,5.302272727,24.83636364,0.0205017,0.045227273,1.6875,0.465909091,0.507484536,2.739772727,4.114772727,3.831818182,3.028132503,6.9,5.736363636,6.503409091
2003,Pennsylvania,0.10493538,0.156727273,41.42954545,166.5659091,0.999937948,1.484772727,24.25340909,16.93068182,18.41776556,55.23636364,38.43409091,77.01818182,52.49392212,103.3977273,48.45909091,97.62840909
2003,South Carolina,0.00412458,0.005192045,1.364772727,5.273863636,0.031290255,0.035795455,0.495454545,0.389772727,0.085099868,0.372727273,0.992045455,0.527272727,0.286459191,0.742045455,1.106818182,0.711363636
2003,Tennessee,0.004252306,0.005381818,1.293181818,5.789772727,0.115909091,0.115909091,0,1.275,0.152145094,0.285227273,0.477272727,0.381818182,0.558843676,1.134090909,1.154545455,1.072727273
2003,Texas,0.045536193,0.065256818,16.31818182,68.81931818,0.713926198,1.097840909,13.12159091,12.54204545,3.158881899,10.19090909,14.00909091,14.14090909,24.17904333,50.9,19.36818182,48.15227273
2003,Virginia,0.023677676,0.034167045,9.932954545,35.83181818,0.46152273,0.601477273,7.056818182,6.898863636,3.768946284,10.65568182,9.775,15.12272727,14.45327118,26.63977273,11.35681818,25.16022727
2003,Washington,0.003619107,0.0049,1.684090909,4.536363636,0.053372478,0.070454545,1.228409091,0.819318182,0.407105544,1.384090909,1.817045455,1.981818182,2.610741581,5.297727273,2.307954545,5.002272727
2003,Wisconsin,0.00497776,0.006965909,1.740909091,7.351136364,0.055956444,0.085909091,1.123863636,0.984090909,0.493701948,1.417045455,1.6,2.027272727,2.734836467,5.528409091,2.255681818,5.221590909
2004,Arizona,0.025349186,0.040860227,10.42159091,40.89090909,0.518723336,0.873409091,7.921590909,10.00795455,1.656551799,4.223863636,9.478409091,6.003409091,20.37109594,41.36136364,14.77386364,39.12045455
2004,California,0.267542225,0.370489773,100.9659091,372.6681818,4.99231547,7.262386364,67.86818182,82.72727273,17.68198327,37.88909091,68.52272727,53.15227273,145.3712564,267.3488636,110.6409091,253.1625
2004,Colorado,0.007389602,0.012128409,4.213636364,11.6375,0.239140666,0.358068182,3.382954545,4.103409091,0.737416436,4.268181818,3.172727273,6.080681818,8.355592108,16.20909091,3.872727273,15.36931818
2004,District Of Columbia,0.008871151,0.012965909,4.807954545,12.62159091,0.256362601,0.384204545,3.8125,4.403409091,2.689204455,6.267045455,4.467045455,8.9125,8.668330632,14.84545455,5.071590909,14.03977273
2004,Florida,0.011597414,0.016535227,4.110227273,16.54431818,0.210445511,0.255227273,2.513636364,2.915909091,0.263537184,0.969318182,3.376136364,1.355681818,3.825918934,8.913636364,4.245454545,8.404545455
2004,Illinois,0.014980601,0.0226625,7.025,21.87727273,0.389236973,0.542386364,5.357954545,6.220454545,2.785156056,10.7875,6.165909091,14.61931818,12.63545853,22.90909091,8.844318182,21.67954545
2004,Indiana,0.005465284,0.007778409,1.826136364,7.881818182,0.092050191,0.117840909,1.196590909,1.356818182,0.768055436,2.538636364,1.615909091,3.547727273,2.239340243,4.826136364,2.222727273,4.555681818
2004,Kansas,0.018950934,0.025514773,8.098863636,23.99318182,0.281580891,0.4,5.529545455,4.522727273,1.550873286,4.781818182,6.064772727,6.753409091,7.014124678,14.52613636,8.072727273,13.74318182
2004,Louisiana,0.009981099,0.01485,4.219318182,14.83181818,0.233651683,0.298977273,2.8125,3.422727273,1.43658865,4.434090909,3.695454545,6.176136364,6.545420585,12.55227273,5.011363636,11.85795455
2004,Massachusetts,0.00782243,0.010540909,4.207954545,10.03181818,0.070555731,0.129659091,2.929545455,1.464772727,1.307405401,3.085227273,3.226136364,4.410227273,6.021047457,9.621590909,4.420454545,9.088636364
2004,Michigan,0.011220791,0.015389773,4.346590909,15.00909091,0.139020809,0.216590909,2.718181818,2.477272727,0.937129882,4.129545455,4.026136364,5.702272727,5.67836976,11.52045455,5.214772727,10.87272727
2004,Missouri,0.013557418,0.020204545,4.989772727,20.27045455,0.270084094,0.358409091,3.739772727,4.107954545,1.679168759,7.042045455,5.298863636,9.928409091,6.777764389,14.18522727,6.619318182,13.39545455
2004,New Hampshire,0.006044405,0.008203409,2.245454545,8.0625,0.053917394,0.073409091,1.175,0.853409091,0.494612874,1.525,1.861363636,2.175,2.042494768,4.225,2.440909091,3.985227273
2004,New Jersey,0.009517456,0.013940909,4.1875,14.45113636,0.205894889,0.278863636,3.1125,3.221590909,2.22374177,4.7625,3.775,6.7875,7.607019556,13.41477273,4.665909091,12.68295455
2004,New York,0.02589633,0.037121591,12.94886364,36.88068182,0.50405323,0.69125,8.923863636,7.8625,8.06751673,17.7625,11.54772727,25.13977273,24.03812178,40.4875,14.54659091,38.26136364
2004,North Carolina,0.016242597,0.023853409,4.894318182,27.03409091,0.20469773,0.264431818,2.8625,3.106818182,1.132303634,6.019318182,4.580681818,8.448863636,5.049281108,11.81136364,6.025,11.14431818
2004,Oklahoma,0.025172982,0.0330375,8.026136364,33.63068182,0.010655488,0.033522727,1.876136364,0.346590909,0.66519051,4.063636364,6.206818182,5.325,3.852281608,9.313636364,8.614772727,8.773863636
2004,Pennsylvania,0.102572559,0.153478409,40.64090909,158.9465909,1.233374615,1.727045455,26.44204545,19.80909091,17.36197524,54.96136364,39.275,76.53068182,51.18023689,99.85568182,46.84090909,94.2625
2004,Texas,0.042444322,0.061172727,16.57727273,62.00795455,0.545705144,0.870227273,12.55795455,9.944318182,3.184479064,8.261363636,12.54659091,11.49772727,21.78411791,46.55454545,19.33409091,43.98409091
2004,Virginia,0.037093691,0.053048864,15.39090909,55.40681818,0.683320497,0.869204545,10.5875,9.992045455,6.676148883,17.56818182,14.775,24.91931818,21.94175077,40.21363636,16.72840909,37.95
2004,Washington,0.003344616,0.004548864,1.746590909,4.217045455,0.084531256,0.102159091,1.294318182,1.171590909,0.483420997,1.376136364,1.8375,1.960227273,2.570233402,5.196590909,2.229545455,4.906818182
2004,Wisconsin,0.009354031,0.012519318,4.773863636,11.9375,0.166477934,0.235568182,3.067045455,2.714772727,1.338458119,3.336363636,3.246590909,4.7625,6.722760102,12.69318182,5.236363636,11.97272727
2005,Arizona,0.043255744,0.070272727,16.45,71.42386364,1.014715257,1.591363636,12.275,18.19545455,3.040648364,6.240909091,14.66022727,8.855681818,34.96823287,67.62397727,23.70909091,63.87840909
2005,California,0.266360587,0.369375,105.1875,367.2931818,4.542358561,6.566136364,68.17386364,74.72045455,16.39378431,35.01704545,68.19545455,48.90340909,137.4144332,255.0352273,112.0931818,241.3477273
2005,Colorado,0.012330584,0.019903409,6.052272727,19.71136364,0.360887984,0.519431818,5.170454545,5.939772727,1.12298796,5.542045455,4.978409091,7.889772727,14.05429634,26.17159091,6.504545455,24.81477273
2005,District Of Columbia,0.009839574,0.014084091,4.771590909,14.63409091,0.3502812,0.469431818,3.426136364,5.336363636,1.855197313,4.836363636,4.0625,6.897727273,8.57149703,14.96931818,4.878409091,14.15795455
2005,Florida,0.012120834,0.016678409,4.192045455,17.03068182,0.232220164,0.274318182,2.526136364,3.148863636,0.216574698,0.969318182,3.281818182,1.343181818,3.546152026,8.2125,4.527272727,7.7375
2005,Illinois,0.017134715,0.025356818,6.590909091,26.975,0.295005255,0.436136364,4.802272727,5.014772727,3.125559495,14.12045455,6.388636364,18.10340909,11.51236303,22.25,8.097727273,21.0625
2005,Indiana,0.007565989,0.010795455,2.325,12.18295455,0.088432764,0.121818182,1.421590909,1.414772727,0.988209595,3.826136364,1.922727273,5.223863636,2.76640446,6.556818182,2.617045455,6.186363636
2005,Kansas,0.020613305,0.028610227,7.918181818,29.66136364,0.284730483,0.426022727,6.076136364,4.830681818,1.638784861,4.961363636,6.260227273,6.985227273,8.065749981,16.24431818,8.132954545,15.36022727
2005,Louisiana,0.014676965,0.021314773,5.426136364,21.88295455,0.252356489,0.333863636,3.822727273,3.806818182,2.016398761,6.005681818,5.463636364,8.504545455,7.690711228,15.80568182,6.675,14.92840909
2005,Massachusetts,0.008313272,0.0117125,4.780681818,11.32954545,0.108230345,0.169772727,3.476136364,1.925,0.783030822,2.495454545,3.334090909,3.545454545,7.396055438,12.23636364,4.8375,11.54204545
2005,Michigan,0.012303336,0.016985227,4.136363636,18.69772727,0.120621923,0.187386364,2.494318182,2.160227273,1.000576272,3.897727273,3.734090909,5.270454545,5.771233585,11.84318182,4.367045455,11.18181818
2005,Missouri,0.01728565,0.024735227,4.988636364,29.12045455,0.236475678,0.303409091,3.026136364,3.494318182,1.554323393,6.529545455,5.436363636,9.272727273,6.149886497,13.39659091,5.639772727,12.64090909
2005,New Hampshire,0.00645589,0.008851136,2.535227273,8.711363636,0.105020152,0.134886364,1.573863636,1.572727273,0.688423763,2.021590909,1.888636364,2.876136364,2.089154516,4.448863636,2.6375,4.192045455
